Sample_Name,Depth,DO,Temperature,pH,Secchi Depth
TBE16NOV07,4,1.35,4.1,,
TBE16NOV07,5,1.35,4.1,,
TBE16NOV07,6,1.35,4.1,,
TBE16NOV07,7,1.12,4.1,,
CBH28MAY07,0,7.36,18.8,,
CBH28MAY07,0.5,7.4,16.2,,
CBH28MAY07,1,7.38,15.1,,
CBH28MAY07,1.5,7.06,14.6,,
CBH28MAY07,2,5.66,11.9,,
CBH28MAY07,2.5,0.19,9.7,,
FBH28MAY07,0,4.95,18,,
FBH28MAY07,0.5,4.85,16.5,,
FBH28MAY07,1,5.03,15.7,,
FBH28MAY07,1.5,4.91,15.3,,
FBH28MAY07,2,0.46,13.5,,
TBH28MAY07,0,6.92,16.2,,
TBH28MAY07,1,6.87,14.4,,
TBH28MAY07,2,0.12,8.2,,
TBH28MAY07,3,0.1,5.1,,
TBH28MAY07,4,0.1,4.3,,
TBH28MAY07,5,0.08,4.2,,
TBH28MAY07,6,0.07,4.1,,
NSH29MAY07,0,8.14,19.8,,
NSH29MAY07,0.5,7.93,17.3,,
NSH29MAY07,1,7.78,16.5,,
NSH29MAY07,2,5.44,13,,
NSH29MAY07,3,0.3,7.2,,
NSH29MAY07,4,0.16,5.7,,
SSH29MAY07,0,8.45,21.4,,
SSH29MAY07,0.5,8.98,17.6,,
SSH29MAY07,1,9.73,15.2,,
SSH29MAY07,2,0.54,8.8,,
SSH29MAY07,3,0.09,5,,
SSH29MAY07,4,0.08,4.8,,
SSH29MAY07,5,0.07,4.5,,
SSH29MAY07,6,0.05,4.4,,
SSH29MAY07,7,0.05,4.4,,
SSH29MAY07,8,0.04,4.4,,
WSH29MAY07,0,9.59,18.1,,
WSH29MAY07,0.5,9.56,17.7,,
WSH29MAY07,1,9.52,17.5,,
WSH29MAY07,2,9.27,16.2,,
WSH29MAY07,3,14.81,12.7,,
WSH29MAY07,4,10.3,8.8,,
MAH31MAY07,0,8.6,21.9,,
MAH31MAY07,0.5,9,19.7,,
MAH31MAY07,1,8.7,14.8,,
MAH31MAY07,2,0.12,8.7,,
MAH31MAY07,3,0.15,4.9,,
MAH31MAY07,4,0.1,4.3,,
MAH31MAY07,5,0.08,4.3,,
MAH31MAY07,6,0.06,4.3,,
MAH31MAY07,7,0.05,4.5,,
MAH31MAY07,8,0.05,4.6,,
MAH31MAY07,9,0.06,4.6,,
MAH31MAY07,10,0.05,4.6,,
MAH31MAY07,11,0.05,4.7,,
MAH31MAY07,12,0.05,4.7,,
MAH31MAY07,13,0.05,4.7,,
MAH31MAY07,14,0.05,4.7,,
MAH31MAY07,15,0.05,4.7,,
MAH31MAY07,16,0.05,4.7,,
MAH31MAY07,17,0.08,4.7,,
MAH31MAY07,18,0.08,4.7,,
MAH31MAY07,19,0.09,4.7,,
MAH31MAY07,20,0.1,4.7,,
MAH31MAY07,21,0.12,4.8,,
MAH31MAY07,22,0.14,4.8,,
CBH31MAY07,0,7.77,21.4,,
CBH31MAY07,0.5,7.07,20.9,,
CBH31MAY07,1,7.41,17.2,,
CBH31MAY07,1.5,7,14.9,,
CBH31MAY07,2,5.2,12.3,,
CBH31MAY07,2.5,0.17,9.8,,
FBH31MAY07,0,6.75,21.8,,
FBH31MAY07,0.5,5.82,20.4,,
FBH31MAY07,1,3.66,17.6,,
FBH31MAY07,1.5,2.22,15.8,,
FBH31MAY07,2,0.7,14.1,,
NSH31MAY07,0,7.5,21,,
NSH31MAY07,0.5,6.26,20.4,,
NSH31MAY07,1,7.23,17.5,,
NSH31MAY07,2,5,12.5,,
NSH31MAY07,3,0.25,7.3,,
NSH31MAY07,4,0.1,5.5,,
SSH31MAY07,0,7.29,20.8,,
SSH31MAY07,0.5,7.24,20.2,,
SSH31MAY07,1,8.9,15.7,,
SSH31MAY07,2,0.4,9.4,,
SSH31MAY07,3,0.2,5.6,,
SSH31MAY07,4,0.11,4.7,,
SSH31MAY07,5,0.09,4.6,,
SSH31MAY07,6,0.07,4.5,,
SSH31MAY07,7,0.06,4.4,,
SSH31MAY07,8,0.04,4.5,,
TBH31MAY07,0,6.7,21.6,,
TBH31MAY07,0.5,6.6,19.5,,
TBH31MAY07,1,6.11,15.1,,
TBH31MAY07,2,0.44,8.8,,
TBH31MAY07,3,0.21,5.5,,
TBH31MAY07,4,0.13,4.6,,
TBH31MAY07,5,0.1,4.3,,
TBH31MAY07,6,0.09,4.2,,
TBH31MAY07,7,0.07,4.3,,
WSH31MAY07,0,8.5,20.4,,
WSH31MAY07,0.5,8.57,20.5,,
WSH31MAY07,1,8.78,19.5,,
WSH31MAY07,2,9.28,16.6,,
WSH31MAY07,3,14.14,12.5,,
WSH31MAY07,4,10.4,9.4,,
HKH01JUN07,0,8.42,21.2,,
HKH01JUN07,0.5,8.32,20.6,,
HKH01JUN07,1,7.55,20.1,,
HKH01JUN07,2,9.38,16.6,,
HKH01JUN07,3,6.22,12.8,,
HKH01JUN07,4,0.64,7.8,,
HKH01JUN07,5,0.1,5.5,,
HKH01JUN07,6,0.08,4.7,,
HKH01JUN07,7,0.08,4.5,,
HKH01JUN07,8,0.06,4.3,,
HKH01JUN07,9,0.05,4.3,,
HKH01JUN07,10,0.04,4.3,,
HKH01JUN07,11,0.04,4.3,,
HKH01JUN07,12,0.04,4.4,,
HKH01JUN07,13,0.04,4.4,,
HKH01JUN07,14,0.04,4.5,,
HKH01JUN07,15,0.03,4.6,,
HKH01JUN07,16,0.03,4.6,,
HKH01JUN07,17,0.03,4.6,,
HKH01JUN07,18,0.04,4.6,,
HKH01JUN07,19,0.04,4.7,,
MAH01JUN07,0,8.6,24.8,,
MAH01JUN07,0.5,8.66,20,,
MAH01JUN07,1,7.98,16.1,,
MAH01JUN07,2,0.23,9.2,,
MAH01JUN07,3,0.12,5.5,,
MAH01JUN07,4,0.09,4.5,,
MAH01JUN07,5,0.08,4.3,,
MAH01JUN07,6,0.06,4.4,,
MAH01JUN07,7,0.04,4.5,,
MAH01JUN07,8,0.03,4.6,,
MAH01JUN07,9,0.03,4.7,,
MAH01JUN07,10,0.03,4.7,,
MAH01JUN07,11,0.02,4.7,,
MAH01JUN07,12,0.03,4.7,,
MAH01JUN07,13,0.02,4.7,,
MAH01JUN07,14,0.03,4.7,,
MAH01JUN07,15,0.03,4.7,,
MAH01JUN07,16,0.03,4.7,,
MAH01JUN07,17,0.02,4.7,,
MAH01JUN07,18,0.02,4.7,,
MAH01JUN07,19,0.03,4.7,,
MAH01JUN07,20,0.02,4.7,,
MAH01JUN07,21,0.02,4.8,,
MAH01JUN07,22,0.02,4.8,,
HKH04JUN07,0,7.81,20.3,,
HKH04JUN07,0.5,7.77,20.3,,
HKH04JUN07,1,7.7,20.2,,
HKH04JUN07,2,9.26,17.5,,
HKH04JUN07,3,6.36,13.3,,
HKH04JUN07,4,0.57,8.1,,
HKH04JUN07,5,0.11,5.5,,
HKH04JUN07,6,0.09,4.7,,
HKH04JUN07,7,0.08,4.5,,
HKH04JUN07,8,0.06,4.3,,
HKH04JUN07,9,0.06,4.3,,
HKH04JUN07,10,0.04,4.3,,
HKH04JUN07,11,0.04,4.3,,
HKH04JUN07,12,0.04,4.4,,
HKH04JUN07,13,0.04,4.4,,
HKH04JUN07,14,0.04,4.5,,
HKH04JUN07,15,0.04,4.5,,
HKH04JUN07,16,0.03,4.6,,
HKH04JUN07,17,0.04,4.6,,
HKH04JUN07,18,0.04,4.6,,
HKH04JUN07,19,0.03,4.7,,
MAH04JUN07,0,8.64,20.4,,
MAH04JUN07,0.5,8.61,18.9,,
MAH04JUN07,1,8.08,17.4,,
MAH04JUN07,2,0.25,9,,
MAH04JUN07,3,0.12,5.6,,
MAH04JUN07,4,0.06,4.4,,
MAH04JUN07,5,0.06,4.3,,
MAH04JUN07,6,0.05,4.3,,
MAH04JUN07,7,0.05,4.4,,
MAH04JUN07,8,0.03,4.6,,
MAH04JUN07,9,0.03,4.6,,
MAH04JUN07,10,0.02,4.6,,
MAH04JUN07,11,0.02,4.6,,
MAH04JUN07,12,0.02,4.6,,
MAH04JUN07,13,0.02,4.7,,
MAH04JUN07,14,0.03,4.7,,
MAH04JUN07,15,0.03,4.7,,
MAH04JUN07,16,0.03,4.7,,
MAH04JUN07,17,0.02,4.7,,
MAH04JUN07,18,0.02,4.7,,
MAH04JUN07,19,0.03,4.7,,
MAH04JUN07,20,0.02,4.7,,
MAH04JUN07,21,0.02,4.8,,
MAH04JUN07,22,0.02,4.8,,
CBH05JUN07,0,6.77,17.9,,
CBH05JUN07,0.5,6.79,17.8,,
CBH05JUN07,1,6.42,17.7,,
CBH05JUN07,1.5,,,,
CBH05JUN07,2,2.96,12.3,,
CBH05JUN07,2.5,0.11,9.3,,
FBH05JUN07,0,3.83,18,,
FBH05JUN07,0.5,3.79,17.9,,
FBH05JUN07,1,4.07,17.7,,
FBH05JUN07,1.5,0.53,16.8,,
FBH05JUN07,2,0.11,15,,
TBH05JUN07,0,6.49,17.8,,
TBH05JUN07,0.5,6.75,17.4,,
TBH05JUN07,1,5.6,16.7,,
TBH05JUN07,2,0.16,8.5,,
TBH05JUN07,3,0.08,4.9,,
TBH05JUN07,4,0.07,4.4,,
TBH05JUN07,5,0.07,4.2,,
TBH05JUN07,6,0.06,4.1,,
TBH05JUN07,7,0.06,4.2,,
NSH06JUN07,0,8.08,18.8,,
NSH06JUN07,0.5,8.2,17.9,,
NSH06JUN07,1,8.09,17.7,,
NSH06JUN07,2,4.14,13,,
NSH06JUN07,3,0.13,7.1,,
NSH06JUN07,4,0.11,6,,
SSH06JUN07,0,7.77,19.1,,
SSH06JUN07,0.5,6.77,17.7,,
SSH06JUN07,1,7.25,16.9,,
SSH06JUN07,2,1.02,10.1,,
SSH06JUN07,3,0.16,6.1,,
SSH06JUN07,4,0.12,4.9,,
SSH06JUN07,5,0.08,4.6,,
SSH06JUN07,6,0.07,4.5,,
SSH06JUN07,7,0.06,4.4,,
SSH06JUN07,8,0.05,4.5,,
WSH06JUN07,0,9.14,18.5,,
WSH06JUN07,0.5,9,18.2,,
WSH06JUN07,1,8.97,18.1,,
WSH06JUN07,2,8.96,17.8,,
WSH06JUN07,3,15,12.8,,
WSH06JUN07,4,7.5,9.4,,
CBH07JUN07,0,7.62,20.5,,
CBH07JUN07,0.5,7.5,19.6,,
CBH07JUN07,1,6.78,17.9,,
CBH07JUN07,1.5,4.61,15.8,,
CBH07JUN07,2,4,13.2,,
FBH07JUN07,0,5.44,20.8,,
FBH07JUN07,0.5,4.8,19,,
FBH07JUN07,1,3.42,17.7,,
FBH07JUN07,1.5,1.4,16.7,,
FBH07JUN07,2,0.43,16.1,,
HKH07JUN07,0,7.95,18.6,,
HKH07JUN07,0.5,7.91,18.5,,
HKH07JUN07,1,7.9,18.5,,
HKH07JUN07,2,7.72,17.9,,
HKH07JUN07,3,4.9,13,,
HKH07JUN07,4,0.46,8.1,,
HKH07JUN07,5,0.15,5.8,,
HKH07JUN07,6,0.09,4.8,,
HKH07JUN07,7,0.09,4.5,,
HKH07JUN07,8,0.07,4.4,,
HKH07JUN07,9,0.07,4.3,,
HKH07JUN07,10,0.05,4.3,,
HKH07JUN07,11,0.05,4.3,,
HKH07JUN07,12,0.06,4.4,,
HKH07JUN07,13,0.05,4.4,,
HKH07JUN07,14,0.05,4.5,,
HKH07JUN07,15,0.05,4.6,,
HKH07JUN07,16,0.05,4.6,,
HKH07JUN07,17,0.05,4.6,,
HKH07JUN07,18,0.05,4.6,,
HKH07JUN07,19,0.05,4.7,,
MAH07JUN07,0,8.62,18.7,,
MAH07JUN07,0.5,8.49,18.3,,
MAH07JUN07,1,8.17,17.5,,
MAH07JUN07,2,0.2,9.9,,
MAH07JUN07,3,0.11,5.3,,
MAH07JUN07,4,0.08,4.4,,
MAH07JUN07,5,0.06,4.2,,
MAH07JUN07,6,0.04,4.3,,
MAH07JUN07,7,0.03,4.4,,
MAH07JUN07,8,0.03,4.6,,
MAH07JUN07,9,0.03,4.6,,
MAH07JUN07,10,0.03,4.6,,
MAH07JUN07,11,0.03,4.6,,
MAH07JUN07,12,0.03,4.6,,
MAH07JUN07,13,0.03,4.7,,
MAH07JUN07,14,0.03,4.7,,
MAH07JUN07,15,0.03,4.7,,
MAH07JUN07,16,0.02,4.7,,
MAH07JUN07,17,0.03,4.7,,
MAH07JUN07,18,0.02,4.7,,
MAH07JUN07,19,0.03,4.7,,
MAH07JUN07,20,0.02,4.7,,
MAH07JUN07,21,0.02,4.8,,
MAH07JUN07,22,0.02,4.8,,
TBH07JUN07,0,7.19,20,,
TBH07JUN07,0.5,6.86,18.4,,
TBH07JUN07,1,4.09,16.7,,
TBH07JUN07,2,0.1,8.6,,
TBH07JUN07,3,0.07,5.1,,
TBH07JUN07,4,0.06,4.3,,
TBH07JUN07,5,0.05,4.1,,
TBH07JUN07,6,0.03,4.1,,
TBH07JUN07,7,0.03,4.2,,
NSH08JUN07,0,7.65,17.9,,
NSH08JUN07,0.5,7.68,17.9,,
NSH08JUN07,1,7.82,17.9,,
NSH08JUN07,2,4.04,13.1,,
NSH08JUN07,3,0.16,7.3,,
NSH08JUN07,4,0.1,5.8,,
SSH08JUN07,0,7.25,17.4,,
SSH08JUN07,0.5,7.19,17.5,,
SSH08JUN07,1,5.7,16.8,,
SSH08JUN07,2,0.18,9.9,,
SSH08JUN07,3,0.14,6,,
SSH08JUN07,4,0.12,4.8,,
SSH08JUN07,5,0.1,4.5,,
SSH08JUN07,6,0.1,4.5,,
SSH08JUN07,7,0.08,4.4,,
SSH08JUN07,8,0.07,4.5,,
WSH08JUN07,0,8.39,18,,
WSH08JUN07,0.5,8.34,18,,
WSH08JUN07,1,8.37,18.1,,
WSH08JUN07,2,8.31,18.1,,
WSH08JUN07,3,13.7,13.2,,
WSH08JUN07,4,5.71,9.6,,
TBH11JUN07,0,7.27,21.8,,
TBH11JUN07,0.5,6.3,19.4,,
TBH11JUN07,1,3.89,17.3,,
TBH11JUN07,2,0.29,9.1,,
TBH11JUN07,3,0.15,5.4,,
TBH11JUN07,4,0.13,4.5,,
TBH11JUN07,5,0.11,4.3,,
TBH11JUN07,6,0.09,4.2,,
TBH11JUN07,7,0.09,4.3,,
CBH11JUN07,0,7.27,21.1,,
CBH11JUN07,0.5,7.44,21.1,,
CBH11JUN07,1,4.62,19,,
CBH11JUN07,1.5,3.47,16.3,,
CBH11JUN07,2,4.47,14.1,,
CBH11JUN07,2.5,0.1,10.6,,
FBH11JUN07,0,5.58,23.1,,
FBH11JUN07,0.5,5.11,21.1,,
FBH11JUN07,1,2.48,19.5,,
FBH11JUN07,1.5,0.28,17.7,,
FBH11JUN07,2,0.2,17,,
WSH11JUN07,0,8.36,23.6,,
WSH11JUN07,0.5,8.26,22,,
WSH11JUN07,1,8.63,20.8,,
WSH11JUN07,2,8.6,18.5,,
WSH11JUN07,3,15.1,13,,
WSH11JUN07,4,4.7,9.8,,
SSH11JUN07,0,7.82,26.4,,
SSH11JUN07,0.5,7.82,21.6,,
SSH11JUN07,1,6.7,19,,
SSH11JUN07,2,2.8,9.8,,
SSH11JUN07,3,0.14,5.9,,
SSH11JUN07,4,0.06,4.7,,
SSH11JUN07,5,0.05,4.5,,
SSH11JUN07,6,0.05,4.4,,
SSH11JUN07,7,0.04,4.4,,
SSH11JUN07,8,0.03,4.5,,
NSH11JUN07,0,8.65,25.5,,
NSH11JUN07,0.5,8.25,22.2,,
NSH11JUN07,1,8.35,20.2,,
NSH11JUN07,2,6.5,12.4,,
NSH11JUN07,3,0.11,7.8,,
NSH11JUN07,4,0,6.3,,
HKH12JUN07,0,7.56,23.5,,
HKH12JUN07,0.5,7.48,23.2,,
HKH12JUN07,1,7.3,22.3,,
HKH12JUN07,2,7.51,19.5,,
HKH12JUN07,3,4.17,14,,
HKH12JUN07,4,0.63,9,,
HKH12JUN07,5,0.48,6,,
HKH12JUN07,6,0.13,4.9,,
HKH12JUN07,7,0.07,4.5,,
HKH12JUN07,8,0.05,4.3,,
HKH12JUN07,9,0.05,4.3,,
HKH12JUN07,10,0.04,4.3,,
HKH12JUN07,11,0.04,4.4,,
HKH12JUN07,12,0.03,4.4,,
HKH12JUN07,13,0.03,4.4,,
HKH12JUN07,14,0.04,4.5,,
HKH12JUN07,15,0.03,4.6,,
HKH12JUN07,16,0.03,4.6,,
HKH12JUN07,17,0.03,4.6,,
HKH12JUN07,18,0.03,4.6,,
HKH12JUN07,19,0.03,4.7,,
MAH12JUN07,0,7.69,27.1,,
MAH12JUN07,0.5,8.55,23.1,,
MAH12JUN07,1,8.65,18,,
MAH12JUN07,2,0.17,9.5,,
MAH12JUN07,3,0.1,5.6,,
MAH12JUN07,4,0.09,4.5,,
MAH12JUN07,5,0.06,4.3,,
MAH12JUN07,6,0.05,4.3,,
MAH12JUN07,7,0.03,4.4,,
MAH12JUN07,8,0.02,4.6,,
MAH12JUN07,9,0.03,4.6,,
MAH12JUN07,10,0.03,4.6,,
MAH12JUN07,11,0.02,4.7,,
MAH12JUN07,12,0.03,4.7,,
MAH12JUN07,13,0.03,4.7,,
MAH12JUN07,14,0.02,4.7,,
MAH12JUN07,15,0.02,4.7,,
MAH12JUN07,16,0.03,4.7,,
MAH12JUN07,17,0.03,4.7,,
MAH12JUN07,18,0.03,4.7,,
MAH12JUN07,19,0.03,4.7,,
MAH12JUN07,20,0.02,4.8,,
MAH12JUN07,21,0.03,4.8,,
MAH12JUN07,22,0.03,4.8,,
TBH13JUN07,0,7.55,25,,
TBH13JUN07,0.5,7.21,23.8,,
TBH13JUN07,1,3.24,18.7,,
TBH13JUN07,2,0.37,9.6,,
TBH13JUN07,3,0.12,5.5,,
TBH13JUN07,4,0.1,4.4,,
TBH13JUN07,5,0.09,4.2,,
TBH13JUN07,6,0.08,4.2,,
TBH13JUN07,7,0.07,4.3,,
FBH13JUN07,0,5.55,24.3,,
FBH13JUN07,0.5,4.55,23.1,,
FBH13JUN07,1,2,21.1,,
FBH13JUN07,1.5,0.08,18.6,,
FBH13JUN07,2,0.07,17.4,,
CBH13JUN07,0,7.95,27.2,,
CBH13JUN07,0.5,5.9,24.3,,
CBH13JUN07,1,4.13,20.4,,
CBH13JUN07,1.5,3.17,16.8,,
CBH13JUN07,2,1.3,13.2,,
CBH13JUN07,2.5,0.1,10.5,,
NSH14JUN07,0,7.95,26.2,,
NSH14JUN07,0.5,6.95,24.5,,
NSH14JUN07,1,7.2,21.1,,
NSH14JUN07,2,4.6,13.7,,
NSH14JUN07,3,0.13,7.9,,
NSH14JUN07,4,0.09,6,,
SSH14JUN07,0,6.96,27.1,,
SSH14JUN07,0.5,6.47,24,,
SSH14JUN07,1,6.93,19.6,,
SSH14JUN07,2,3.1,10.3,,
SSH14JUN07,3,0.18,6,,
SSH14JUN07,4,0.1,4.8,,
SSH14JUN07,5,0.05,4.5,,
SSH14JUN07,6,0.05,4.4,,
SSH14JUN07,7,0.04,4.4,,
SSH14JUN07,8,0.04,4.5,,
WSH14JUN07,0,7.78,26.3,,
WSH14JUN07,0.5,7.88,25.5,,
WSH14JUN07,1,6.33,24,,
WSH14JUN07,2,9.03,19.8,,
WSH14JUN07,3,14.8,14.1,,
WSH14JUN07,4,1.85,10.1,,
HKH15JUN07,0,7.46,25.2,,
HKH15JUN07,0.5,7.2,25.1,,
HKH15JUN07,1,6.52,24.6,,
HKH15JUN07,2,7.75,20.6,,
HKH15JUN07,3,4.7,15,,
HKH15JUN07,4,0.7,8.6,,
HKH15JUN07,5,0.47,5.8,,
HKH15JUN07,6,0.09,5,,
HKH15JUN07,7,0.09,4.5,,
HKH15JUN07,8,0.08,4.3,,
HKH15JUN07,9,0.05,4.3,,
HKH15JUN07,10,0.05,4.3,,
HKH15JUN07,11,0.05,4.4,,
HKH15JUN07,12,0.05,4.4,,
HKH15JUN07,13,0.05,4.4,,
HKH15JUN07,14,0.05,4.5,,
HKH15JUN07,15,0.05,4.6,,
HKH15JUN07,16,0.05,4.6,,
HKH15JUN07,17,0.05,4.6,,
HKH15JUN07,18,0.05,4.6,,
HKH15JUN07,19,0.05,4.7,,
MAH15JUN07,0,7.66,26.3,,
MAH15JUN07,0.5,7.26,24.4,,
MAH15JUN07,1,9.44,20.9,,
MAH15JUN07,2,0.17,10,,
MAH15JUN07,3,0.11,5.9,,
MAH15JUN07,4,0.1,4.7,,
MAH15JUN07,5,0.09,4.4,,
MAH15JUN07,6,0.07,4.4,,
MAH15JUN07,7,0.05,4.5,,
MAH15JUN07,8,0.03,4.6,,
MAH15JUN07,9,0.03,4.7,,
MAH15JUN07,10,0.03,4.7,,
MAH15JUN07,11,0.03,4.7,,
MAH15JUN07,12,0.03,4.7,,
MAH15JUN07,13,0.02,4.7,,
MAH15JUN07,14,0.03,4.7,,
MAH15JUN07,15,0.02,4.7,,
MAH15JUN07,16,0.03,4.7,,
MAH15JUN07,17,0.03,4.7,,
MAH15JUN07,18,0.03,4.7,,
MAH15JUN07,19,0.03,4.7,,
MAH15JUN07,20,0.03,4.8,,
MAH15JUN07,21,0.03,4.8,,
MAH15JUN07,22,0.03,4.8,,
HKH18JUN07,0,7.26,24.3,,
HKH18JUN07,0.5,7.26,24.3,,
HKH18JUN07,1,7.24,24.3,,
HKH18JUN07,2,7.21,21.7,,
HKH18JUN07,3,4.54,15.5,,
HKH18JUN07,4,0.74,9.5,,
HKH18JUN07,5,0.44,6.4,,
HKH18JUN07,6,0.09,4.9,,
HKH18JUN07,7,0.06,4.5,,
HKH18JUN07,8,0.05,4.3,,
HKH18JUN07,9,0.04,4.3,,
HKH18JUN07,10,0.04,4.3,,
HKH18JUN07,11,0.03,4.4,,
HKH18JUN07,12,0.03,4.4,,
HKH18JUN07,13,0.04,4.5,,
HKH18JUN07,14,0.03,4.5,,
HKH18JUN07,15,0.04,4.6,,
HKH18JUN07,16,0.03,4.6,,
HKH18JUN07,17,0.03,4.6,,
HKH18JUN07,18,0.03,4.6,,
HKH18JUN07,19,0.03,4.7,,
MAH18JUN07,0,7.51,25.1,,
MAH18JUN07,0.5,7.5,24.7,,
MAH18JUN07,1,6.51,20,,
MAH18JUN07,2,0.13,9.6,,
MAH18JUN07,3,0.1,5.7,,
MAH18JUN07,4,0.08,4.6,,
MAH18JUN07,5,0.05,4.3,,
MAH18JUN07,6,0.04,4.4,,
MAH18JUN07,7,0.04,4.4,,
MAH18JUN07,8,0.03,4.6,,
MAH18JUN07,9,0.03,4.6,,
MAH18JUN07,10,0.03,4.7,,
MAH18JUN07,11,0.03,4.7,,
MAH18JUN07,12,0.03,4.7,,
MAH18JUN07,13,0.03,4.7,,
MAH18JUN07,14,0.03,4.7,,
MAH18JUN07,15,0.03,4.7,,
MAH18JUN07,16,0.03,4.7,,
MAH18JUN07,17,0.02,4.7,,
MAH18JUN07,18,0.02,4.7,,
MAH18JUN07,19,0.02,4.7,,
MAH18JUN07,20,0.02,4.8,,
MAH18JUN07,21,0.02,4.8,,
MAH18JUN07,22,0.02,4.8,,
WSH19JUN07,0,7.1,22.6,,
WSH19JUN07,0.5,7.05,22.7,,
WSH19JUN07,1,6.89,22.7,,
WSH19JUN07,2,7,22.7,,
WSH19JUN07,3,12.4,15.1,,
WSH19JUN07,4,,11.5,,
SSH19JUN07,0,6.11,21.5,,
SSH19JUN07,0.5,6.08,21.6,,
SSH19JUN07,1,5.4,21.5,,
SSH19JUN07,2,0.63,10.4,,
SSH19JUN07,3,0.3,6.2,,
SSH19JUN07,4,0.16,4.8,,
SSH19JUN07,5,0.1,4.6,,
SSH19JUN07,6,0.09,4.5,,
SSH19JUN07,7,0.06,4.4,,
SSH19JUN07,8,0.05,4.4,,
NSH19JUN07,0,6.8,22.4,,
NSH19JUN07,0.5,6.73,22.3,,
NSH19JUN07,1,6.54,22.3,,
NSH19JUN07,2,2.68,14.7,,
NSH19JUN07,3,0.37,8.7,,
NSH19JUN07,4,0.25,6.2,,
TBH19JUN07,0,6.53,22.2,,
TBH19JUN07,0.5,6.14,21.8,,
TBH19JUN07,1,4.93,21.2,,
TBH19JUN07,2,0.36,11,,
TBH19JUN07,3,0.08,5.7,,
TBH19JUN07,4,0.05,4.4,,
TBH19JUN07,5,0.16,4.2,,
TBH19JUN07,6,0.06,4.1,,
TBH19JUN07,7,0.02,4.2,,
FBH19JUN07,0,3.48,23.9,,
FBH19JUN07,0.5,2.78,23.3,,
FBH19JUN07,1,2.18,22.8,,
FBH19JUN07,1.5,0.67,22,,
FBH19JUN07,2,0.24,21.2,,
CBH19JUN07,0,6.05,22.2,,
CBH19JUN07,0.5,5.61,22.2,,
CBH19JUN07,1,4.85,21.8,,
CBH19JUN07,1.5,2.43,17.4,,
CBH19JUN07,2,0.57,14.1,,
CBH19JUN07,2.5,0.18,12.1,,
HKH20JUN07,0,7.6,21.4,,
HKH20JUN07,0.5,7.2,21.4,,
HKH20JUN07,1,7,21.4,,
HKH20JUN07,2,6.53,21.1,,
HKH20JUN07,3,4.14,14.9,,
HKH20JUN07,4,1.04,9.5,,
HKH20JUN07,5,0.38,5.9,,
HKH20JUN07,6,0.26,4.8,,
HKH20JUN07,7,0.17,4.5,,
HKH20JUN07,8,0.19,4.4,,
HKH20JUN07,9,0.18,4.3,,
HKH20JUN07,10,0.15,4.3,,
HKH20JUN07,11,0.13,4.4,,
HKH20JUN07,12,0.12,4.4,,
HKH20JUN07,13,0.1,4.4,,
HKH20JUN07,14,0.1,4.5,,
HKH20JUN07,15,0.17,4.6,,
HKH20JUN07,16,0.19,4.6,,
HKH20JUN07,17,0.26,4.6,,
HKH20JUN07,18,0.31,4.7,,
HKH20JUN07,19,0.3,4.7,,
MAH20JUN07,0,9.06,21.6,,
MAH20JUN07,0.5,8.98,20.1,,
MAH20JUN07,1,8.77,19.6,,
MAH20JUN07,2,0.21,10.8,,
MAH20JUN07,3,0.13,5.8,,
MAH20JUN07,4,0.1,4.6,,
MAH20JUN07,5,0.06,4.3,,
MAH20JUN07,6,0.07,4.3,,
MAH20JUN07,7,0.05,4.4,,
MAH20JUN07,8,0.03,4.6,,
MAH20JUN07,9,0.02,4.6,,
MAH20JUN07,10,0.01,4.6,,
MAH20JUN07,11,0.01,4.6,,
MAH20JUN07,12,0.02,4.6,,
MAH20JUN07,13,0,4.7,,
MAH20JUN07,14,0.01,4.7,,
MAH20JUN07,15,0,4.7,,
MAH20JUN07,16,0,4.7,,
MAH20JUN07,17,0.01,4.7,,
MAH20JUN07,18,0,4.7,,
MAH20JUN07,19,0,4.7,,
MAH20JUN07,20,0,4.7,,
MAH20JUN07,21,0,4.8,,
MAH20JUN07,22,0.01,4.8,,
TBH21JUN07,0,6.8,21.8,,
TBH21JUN07,0.5,6.7,20.3,,
TBH21JUN07,1,5.2,19.3,,
TBH21JUN07,2,0.3,9.8,,
TBH21JUN07,3,0.2,5.6,,
TBH21JUN07,4,0.1,4.4,,
TBH21JUN07,5,0.1,4.3,,
TBH21JUN07,6,0.1,4.2,,
TBH21JUN07,7,0.1,4.3,,
CBH21JUN07,0,8.1,22.2,,
CBH21JUN07,0.5,8,20.8,,
CBH21JUN07,1,7.8,20.6,,
CBH21JUN07,1.5,2.2,18.3,,
CBH21JUN07,2,1.3,15.6,,
CBH21JUN07,2.5,0.2,11.7,,
FBH21JUN07,0,4.1,23.6,,
FBH21JUN07,0.5,2.8,21.4,,
FBH21JUN07,1,2.6,21,,
FBH21JUN07,1.5,1.4,20.6,,
FBH21JUN07,2,0.2,20.2,,
NSH22JUN07,0,7.7,21.6,,
NSH22JUN07,0.5,6.8,21.6,,
NSH22JUN07,1,6.8,21.5,,
NSH22JUN07,2,6.7,14.4,,
NSH22JUN07,3,0.4,8.5,,
NSH22JUN07,4,0.3,6.5,,
SSH22JUN07,0,7.8,21.2,,
SSH22JUN07,0.5,7.6,20.9,,
SSH22JUN07,1,5.6,20,,
